Source,Description,ID,Units,Link,Analyzed timeframe ,Link,Resolution,Data access,Source,Category,Reference
ISRIC_Soilgrids,SoilGrids absolute depth to bedrock,SoilGrids_BDRICM,cm,ftp://ftp.soilgrids.org/data/recent/,2012–2016,ftp://ftp.soilgrids.org/data/recent/,250 m,14-Jul-17,Soil survey,Edaphic,"Hengl, Tomislav, et al. ""SoilGrids250m: Global gridded soil information based on machine learning."" PloS one 12.2 (2017): e0169748."
ISRIC_Soilgrids,SoilGrids bulk density,SoilGrids_BLDFIE,kg/m3,ftp://ftp.soilgrids.org/data/recent/,2012–2016,ftp://ftp.soilgrids.org/data/recent/,250 m,14-Jul-17,Soil survey,Edaphic,"Hengl, Tomislav, et al. ""SoilGrids250m: Global gridded soil information based on machine learning."" PloS one 12.2 (2017): e0169748."
ISRIC_Soilgrids,SoilGrids cation exchange capacity of soil,SoilGrids_CECSOL,meq/100 g,ftp://ftp.soilgrids.org/data/recent/,2012–2016,ftp://ftp.soilgrids.org/data/recent/,250 m,14-Jul-17,Soil survey,Edaphic,"Hengl, Tomislav, et al. ""SoilGrids250m: Global gridded soil information based on machine learning."" PloS one 12.2 (2017): e0169748."
ISRIC_Soilgrids,SoilGrids clay content,SoilGrids_CLYPPT,%,ftp://ftp.soilgrids.org/data/recent/,2012–2016,ftp://ftp.soilgrids.org/data/recent/,250 m,14-Jul-17,Soil survey,Edaphic,"Hengl, Tomislav, et al. ""SoilGrids250m: Global gridded soil information based on machine learning."" PloS one 12.2 (2017): e0169748."
ISRIC_Soilgrids,SoilGrids course fragments volumetric,SoilGrids_CRFVOL,%,ftp://ftp.soilgrids.org/data/recent/,2012–2016,ftp://ftp.soilgrids.org/data/recent/,250 m,14-Jul-17,Soil survey,Edaphic,"Hengl, Tomislav, et al. ""SoilGrids250m: Global gridded soil information based on machine learning."" PloS one 12.2 (2017): e0169748."
ISRIC_Soilgrids,SoilGrids soil organic carbon stock per ha,SoilGrids_OCSTHA,kg/m3,ftp://ftp.soilgrids.org/data/recent/,2012–2016,ftp://ftp.soilgrids.org/data/recent/,250 m,14-Jul-17,Soil survey,Edaphic,"Hengl, Tomislav, et al. ""SoilGrids250m: Global gridded soil information based on machine learning."" PloS one 12.2 (2017): e0169748."
ISRIC_Soilgrids,SoilGrids soil organic carbon content,SoilGrids_ORCDRC,‰,ftp://ftp.soilgrids.org/data/recent/,2012–2016,ftp://ftp.soilgrids.org/data/recent/,250 m,14-Jul-17,Soil survey,Edaphic,"Hengl, Tomislav, et al. ""SoilGrids250m: Global gridded soil information based on machine learning."" PloS one 12.2 (2017): e0169748."
ISRIC_Soilgrids,SoilGrids soil pH H2O,SoilGrids_PHIHOX,#-log(H+),ftp://ftp.soilgrids.org/data/recent/,2012–2016,ftp://ftp.soilgrids.org/data/recent/,250 m,14-Jul-17,Soil survey,Edaphic,"Hengl, Tomislav, et al. ""SoilGrids250m: Global gridded soil information based on machine learning."" PloS one 12.2 (2017): e0169748."
ISRIC_Soilgrids,SoilGrids soil pH KCL,SoilGrids_PHIKCL,#-log(H+),ftp://ftp.soilgrids.org/data/recent/,2012–2016,ftp://ftp.soilgrids.org/data/recent/,250 m,14-Jul-17,Soil survey,Edaphic,"Hengl, Tomislav, et al. ""SoilGrids250m: Global gridded soil information based on machine learning."" PloS one 12.2 (2017): e0169748."
ISRIC_Soilgrids,SoilGrids silt content,SoilGrids_SLTPPT,%,ftp://ftp.soilgrids.org/data/recent/,2012–2016,ftp://ftp.soilgrids.org/data/recent/,250 m,14-Jul-17,Soil survey,Edaphic,"Hengl, Tomislav, et al. ""SoilGrids250m: Global gridded soil information based on machine learning."" PloS one 12.2 (2017): e0169748."
ISRIC_Soilgrids,SoilGrids sand content,SoilGrids_SNDPPT,%,ftp://ftp.soilgrids.org/data/recent/,2012–2016,ftp://ftp.soilgrids.org/data/recent/,250 m,14-Jul-17,Soil survey,Edaphic,"Hengl, Tomislav, et al. ""SoilGrids250m: Global gridded soil information based on machine learning."" PloS one 12.2 (2017): e0169748."
ISRIC_Soilgrids,SoilGrids observed taxonomic class in the WRB system,SoilGrids_TAXNWRB,Qualitative,ftp://ftp.soilgrids.org/data/recent/,2012–2016,ftp://ftp.soilgrids.org/data/recent/,250 m,14-Jul-17,Soil survey,Edaphic,"Hengl, Tomislav, et al. ""SoilGrids250m: Global gridded soil information based on machine learning."" PloS one 12.2 (2017): e0169748."
ISRIC_Soilgrids,SoilGrids observed taxonomic class in the USDA system,SoilGrids_TAXOUSDA,Qualitative,ftp://ftp.soilgrids.org/data/recent/,2012–2016,ftp://ftp.soilgrids.org/data/recent/,250 m,14-Jul-17,Soil survey,Edaphic,"Hengl, Tomislav, et al. ""SoilGrids250m: Global gridded soil information based on machine learning."" PloS one 12.2 (2017): e0169748."
FAO_Global_Agro-ecological_Zones_Assessment_for_Agriculture_(GAEZ_2008),FAO GAEZ Nutrient availability,GAEZ_Nutrient_availability,1: No or slight limitations,http://www.fao.org/soils-portal/soil-survey/soil-maps-and-databases/harmonized-world-soil-database-v12/en/,2008,http://www.fao.org/soils-portal/soil-survey/soil-maps-and-databases/harmonized-world-soil-database-v12/en/,30 arc-second,25-Jul-17,Soil survey,Edaphic,"Fischer, Guenther, et al. ""Global agro-ecological zones assessment for agriculture (GAEZ 2008)."" IIASA, Laxenburg, Austria and FAO, Rome, Italy 10 (2008)."
FAO_Global_Agro-ecological_Zones_Assessment_for_Agriculture_(GAEZ_2008),FAO GAEZ Nutrient retention capacity,GAEZ_Nutrient_retention_capacity,2: Moderate limitations,http://www.fao.org/soils-portal/soil-survey/soil-maps-and-databases/harmonized-world-soil-database-v12/en/,2008,http://www.fao.org/soils-portal/soil-survey/soil-maps-and-databases/harmonized-world-soil-database-v12/en/,30 arc-second,25-Jul-17,Soil survey,Edaphic,"Fischer, Guenther, et al. ""Global agro-ecological zones assessment for agriculture (GAEZ 2008)."" IIASA, Laxenburg, Austria and FAO, Rome, Italy 10 (2008)."
FAO_Global_Agro-ecological_Zones_Assessment_for_Agriculture_(GAEZ_2008),FAO GAEZ  Rooting conditions,GAEZ_Rooting_conditions,3: Sever limitations,http://www.fao.org/soils-portal/soil-survey/soil-maps-and-databases/harmonized-world-soil-database-v12/en/,2008,http://www.fao.org/soils-portal/soil-survey/soil-maps-and-databases/harmonized-world-soil-database-v12/en/,30 arc-second,25-Jul-17,Soil survey,Edaphic,"Fischer, Guenther, et al. ""Global agro-ecological zones assessment for agriculture (GAEZ 2008)."" IIASA, Laxenburg, Austria and FAO, Rome, Italy 10 (2008)."
FAO_Global_Agro-ecological_Zones_Assessment_for_Agriculture_(GAEZ_2008),FAO GAEZ Oxygen availability to roots,GAEZ_Oxygen_availability_to_roots,4: Very severe limitations,http://www.fao.org/soils-portal/soil-survey/soil-maps-and-databases/harmonized-world-soil-database-v12/en/,2008,http://www.fao.org/soils-portal/soil-survey/soil-maps-and-databases/harmonized-world-soil-database-v12/en/,30 arc-second,25-Jul-17,Soil survey,Edaphic,"Fischer, Guenther, et al. ""Global agro-ecological zones assessment for agriculture (GAEZ 2008)."" IIASA, Laxenburg, Austria and FAO, Rome, Italy 10 (2008)."
FAO_Global_Agro-ecological_Zones_Assessment_for_Agriculture_(GAEZ_2008),FAO GAEZ Excess salts,GAEZ_Excess_salts,5: Mainly non-soil,http://www.fao.org/soils-portal/soil-survey/soil-maps-and-databases/harmonized-world-soil-database-v12/en/,2008,http://www.fao.org/soils-portal/soil-survey/soil-maps-and-databases/harmonized-world-soil-database-v12/en/,30 arc-second,25-Jul-17,Soil survey,Edaphic,"Fischer, Guenther, et al. ""Global agro-ecological zones assessment for agriculture (GAEZ 2008)."" IIASA, Laxenburg, Austria and FAO, Rome, Italy 10 (2008)."
FAO_Global_Agro-ecological_Zones_Assessment_for_Agriculture_(GAEZ_2008),FAO GAEZ Toxicity,GAEZ_Toxicity,6: Permafrost area,http://www.fao.org/soils-portal/soil-survey/soil-maps-and-databases/harmonized-world-soil-database-v12/en/,2008,http://www.fao.org/soils-portal/soil-survey/soil-maps-and-databases/harmonized-world-soil-database-v12/en/,30 arc-second,25-Jul-17,Soil survey,Edaphic,"Fischer, Guenther, et al. ""Global agro-ecological zones assessment for agriculture (GAEZ 2008)."" IIASA, Laxenburg, Austria and FAO, Rome, Italy 10 (2008)."
Global_Distribution_of_Plant-Extractable_Water_Capacity_of_Soil,Global Distribution of Plant-Extractable Water Capacity of Soil,Plant_Extractable_Water_Capacity_of_Soil,cm water per cm soil,https://webmap.ornl.gov/ogc/wcsdown.jsp?dg_id=545_1,1996,https://webmap.ornl.gov/ogc/wcsdown.jsp?dg_id=545_1,0.5°,21-Nov-16,Soil survey,Edaphic,"Dunne, K.A., and C.J. Willmott. 2000. Global Distribution of Plant-Extractable Water Capacity of Soil (Dunne). ORNL DAAC, Oak Ridge, Tennessee, USA. http://dx.doi.org/10.3334/ORNLDAAC/545"
Nelson_institute_Atlas of the Biosphere ,IGBP-DIS Soil pH,IGBP_DIS_Soil_pH,#-log(H+),https://nelson.wisc.edu/sage/data-and-models/atlas/maps.php?datasetid=20&includerelatedlinks=1&dataset=20,1998,https://nelson.wisc.edu/sage/data-and-models/atlas/maps.php?datasetid=20&includerelatedlinks=1&dataset=20,0.5°,21-Nov-16,Soil survey,Edaphic,"IGBP-DIS (1998) SoilData(V.0) A program for creating global soil-property databases, IGBP Global Soils Data Task, France."
Nelson_institute_Atlas of the Biosphere ,Suitability for Agriculture,Suitability_for_Agriculture,Index,https://nelson.wisc.edu/sage/data-and-models/atlas/data.php?incdataset=Suitability%20for%20Agriculture,2001,https://nelson.wisc.edu/sage/data-and-models/atlas/data.php?incdataset=Suitability%20for%20Agriculture,0.5°,25-Jul-17,Environmental classification,Environmental classification,"Ramankutty, Navin, et al. ""The global distribution of cultivable lands: current patterns and sensitivity to possible climate change."" Global Ecology and biogeography 11.5 (2002): 377-392."
Nelson_institute_Atlas of the Biosphere ,CRU Growing degree-days above 5 °C,Growing_degree_days,days,https://nelson.wisc.edu/sage/data-and-models/atlas/data.php?incdataset=Growing%20Degree%20Days,1961-1990 ,https://nelson.wisc.edu/sage/data-and-models/atlas/data.php?incdataset=Growing%20Degree%20Days,0.5°,25-Jul-17,Climate stations,Productivity,"Climate Research Unit, Univ. of East Anglia. Available at http://www.cru.uea.ac.uk/data"
NASAs Ocean Biology Processing Group,GSHHG distance to the coast,GMT_intermediate_coast_distance,Km,https://oceancolor.gsfc.nasa.gov/docs/distfromcoast/,1996,https://oceancolor.gsfc.nasa.gov/docs/distfromcoast/,0.01°,4-Feb-20,Environmental classification,Environmental classification,NASA Ocean Biology Processing Group
Bailey Ecoregions,Bailey Ecoregions Map of the Continents,Bailey_ecoregions,Qualitative,https://webmap.ornl.gov/ogc/wcsdown.jsp?dg_id=10010_3,1960-1980,https://webmap.ornl.gov/ogc/wcsdown.jsp?dg_id=10010_3,0.5°,22-Nov-16,Environmental classification,Environmental classification,"Bailey, R.G. and H.C. Hogg, 1986. A world ecoregions map for resource reporting. Environmental Conservation, Vol. 13, No. 3, pp. 195-202"
IFORCE_Global_land_cover_2000,Global and Regional Land Cover Maps 2000,Land_cover_2000,Qualitative,http://forobs.jrc.ec.europa.eu/products/glc2000/products.php,1998-2000,http://forobs.jrc.ec.europa.eu/products/glc2000/products.php,250 m,21-Nov-16,Environmental classification,Environmental classification,"Global Land Cover 2000 database. European Commission, Joint Research Centre, 2003."
ISLSCP II UNIVERSITY OF MARYLAND GLOBAL LAND COVER CLASSIFICATIONS,UMD Land cover classification,UMD_Land_cover_classification,Qualitative,https://webmap.ornl.gov/ogc/wcsdown.jsp?dg_id=969_17,1992-1993,https://webmap.ornl.gov/ogc/wcsdown.jsp?dg_id=969_17,0.5°,22-Nov-16,Environmental classification,Environmental classification,"DeFries, R.S. & Hansen, M. ISLSCP II University of Maryland Global Land Cover Classifications, 1992–1993. ISLSCP Initiative II Collection, Data set, edited by: Hall, FG, Collatz, G., Meeson, B., Los, S., de Colstoun, B., and Landis, D., Oak Ridge National Laboratory Distributed Active Archive Center, Oak Ridge, TN, USA, doi 10(2010). & ORNL DAAC. 2017. Spatial Data Access Tool (SDAT). ORNL DAAC, Oak Ridge, Tennessee, USA. "
Global Distribution of Cultivation Intensity,Global Distribution of Cultivation Intensity,Distribution_of_Cultivation_Intensity,Qualitative,https://webmap.ornl.gov/ogc/wcsdown.jsp?dg_id=10005_1,1983,https://webmap.ornl.gov/ogc/wcsdown.jsp?dg_id=10005_1,1°,21-Nov-16,Environmental classification,Environmental classification,"Matthews, E. 1983. Global vegetation and land use: New high-resolution data bases for climate studies. J. Clim. Appl. Meteor. 22, 474-487 & ORNL DAAC. 2017. Spatial Data Access Tool (SDAT). ORNL DAAC, Oak Ridge, Tennessee, USA.  & ORNL DAAC. 2017. Spatial Data Access Tool (SDAT). ORNL DAAC, Oak Ridge, Tennessee, USA. "
Koppen-Geiger climate classification,World map of the Koppen-Geiger climate classification,Koppen_Geiger,Qualitative,https://webmap.ornl.gov/ogc/wcsdown.jsp?dg_id=10012_1,2007,https://webmap.ornl.gov/ogc/wcsdown.jsp?dg_id=10012_1,0.1°,22-Nov-16,Environmental classification,Environmental classification,"Kottek, M., J. Grieser, C. Beck, B. Rudolf, and F. Rubel, 2006: World Map of the Köppen-Geiger climate classification updated. Meteorol. Z., 15, 259-263. DOI: 10.1127/0941-2948/2006/0130"
Geological ages based on the surface geology,Geological ages based on the surface geology,Geological_ages,Qualitative,http://worldgrids.org/doku.php/wiki:geaisg3,1960-2000,http://worldgrids.org/doku.php/wiki:geaisg3,,1-Dec-16,Soil survey,Edaphic,http://worldgrids.org/doku.php/wiki:geaisg3
Nitrogen Deposition onto the United States and Western Europe,EMEP_dry_HNO3andNO3_annual_mean_with_HNO3_Vd,EMEP_dry_HNO3andNO3_annual_mean_with_HNO3_Vd,KgN/ha/yr,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,1989-1994,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,0.5°,11-Oct-21,Soil survey,Edaphic,"Holland,_E.A.,_B.H._Braswell,_J.M._Sulzman,_and_J.-F._Lamarque._2004._Nitrogen_Deposition_onto_the_United_States_and_Western_Europe._ORNL_DAAC,_Oak_Ridge,_Tennessee,_USA._https://doi.org/10.3334/ORNLDAAC/730"
Nitrogen Deposition onto the United States and Western Europe,EMEP_dry_HNO3+NO3_annual_mean_with_NO3_Vd,EMEP_dry_HNO3+NO3_annual_mean_with_NO3_Vd,KgN/ha/yr,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,1989-1994,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,0.5°,11-Oct-21,Soil survey,Edaphic,"Holland,_E.A.,_B.H._Braswell,_J.M._Sulzman,_and_J.-F._Lamarque._2004._Nitrogen_Deposition_onto_the_United_States_and_Western_Europe._ORNL_DAAC,_Oak_Ridge,_Tennessee,_USA._https://doi.org/10.3334/ORNLDAAC/730"
Nitrogen Deposition onto the United States and Western Europe,EMEP_dry_NH4_annual_mean_with_particulate_Vd,EMEP_dry_NH4_annual_mean_with_particulate_Vd,KgN/ha/yr,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,1989-1994,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,0.5°,11-Oct-21,Soil survey,Edaphic,"Holland,_E.A.,_B.H._Braswell,_J.M._Sulzman,_and_J.-F._Lamarque._2004._Nitrogen_Deposition_onto_the_United_States_and_Western_Europe._ORNL_DAAC,_Oak_Ridge,_Tennessee,_USA._https://doi.org/10.3334/ORNLDAAC/730"
Nitrogen Deposition onto the United States and Western Europe,EMEP_dry_NO2_annual_mean_with_NO2_Vd,EMEP_dry_NO2_annual_mean_with_NO2_Vd,KgN/ha/yr,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,1989-1994,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,0.5°,11-Oct-21,Soil survey,Edaphic,"Holland,_E.A.,_B.H._Braswell,_J.M._Sulzman,_and_J.-F._Lamarque._2004._Nitrogen_Deposition_onto_the_United_States_and_Western_Europe._ORNL_DAAC,_Oak_Ridge,_Tennessee,_USA._https://doi.org/10.3334/ORNLDAAC/730"
Nitrogen Deposition onto the United States and Western Europe,EMEP_wet_NH4_annual_mean,EMEP_wet_NH4_annual_mean,KgN/ha/yr,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,1989-1994,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,0.5°,11-Oct-21,Soil survey,Edaphic,"Holland,_E.A.,_B.H._Braswell,_J.M._Sulzman,_and_J.-F._Lamarque._2004._Nitrogen_Deposition_onto_the_United_States_and_Western_Europe._ORNL_DAAC,_Oak_Ridge,_Tennessee,_USA._https://doi.org/10.3334/ORNLDAAC/730"
Nitrogen Deposition onto the United States and Western Europe,EMEP_wet_NO3_annual,EMEP_wet_NO3_annual,KgN/ha/yr,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,1989-1994,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,0.5°,11-Oct-21,Soil survey,Edaphic,"Holland,_E.A.,_B.H._Braswell,_J.M._Sulzman,_and_J.-F._Lamarque._2004._Nitrogen_Deposition_onto_the_United_States_and_Western_Europe._ORNL_DAAC,_Oak_Ridge,_Tennessee,_USA._https://doi.org/10.3334/ORNLDAAC/730"
Nitrogen Deposition onto the United States and Western Europe,NADP_wet_NH4_annual_mean,NADP_wet_NH4_annual_mean,KgN/ha/yr,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,1978-1994,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,0.5°,11-Oct-21,Soil survey,Edaphic,"Holland,_E.A.,_B.H._Braswell,_J.M._Sulzman,_and_J.-F._Lamarque._2004._Nitrogen_Deposition_onto_the_United_States_and_Western_Europe._ORNL_DAAC,_Oak_Ridge,_Tennessee,_USA._https://doi.org/10.3334/ORNLDAAC/730"
Nitrogen Deposition onto the United States and Western Europe,NADP_wet_NO3_annual_mean,NADP_wet_NO3_annual_mean,KgN/ha/yr,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,1978-1994,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,0.5°,11-Oct-21,Soil survey,Edaphic,"Holland,_E.A.,_B.H._Braswell,_J.M._Sulzman,_and_J.-F._Lamarque._2004._Nitrogen_Deposition_onto_the_United_States_and_Western_Europe._ORNL_DAAC,_Oak_Ridge,_Tennessee,_USA._https://doi.org/10.3334/ORNLDAAC/730"
Nitrogen Deposition onto the United States and Western Europe,NDDN_dry_HNO3_annual_mean_with_HNO3_Vd,NDDN_dry_HNO3_annual_mean_with_HNO3_Vd,KgN/ha/yr,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,1989-1994,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,0.5°,11-Oct-21,Soil survey,Edaphic,"Holland,_E.A.,_B.H._Braswell,_J.M._Sulzman,_and_J.-F._Lamarque._2004._Nitrogen_Deposition_onto_the_United_States_and_Western_Europe._ORNL_DAAC,_Oak_Ridge,_Tennessee,_USA._https://doi.org/10.3334/ORNLDAAC/730"
Nitrogen Deposition onto the United States and Western Europe,NDDN_dry_NH4_annual_mean_with_Particulate_Vd,NDDN_dry_NH4_annual_mean_with_Particulate_Vd,KgN/ha/yr,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,1989-1994,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,0.5°,11-Oct-21,Soil survey,Edaphic,"Holland,_E.A.,_B.H._Braswell,_J.M._Sulzman,_and_J.-F._Lamarque._2004._Nitrogen_Deposition_onto_the_United_States_and_Western_Europe._ORNL_DAAC,_Oak_Ridge,_Tennessee,_USA._https://doi.org/10.3334/ORNLDAAC/730"
Nitrogen Deposition onto the United States and Western Europe,NDDN_dry_NO3_annual_mean_with_NO3_Vd,NDDN_dry_NO3_annual_mean_with_NO3_Vd,KgN/ha/yr,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,1989-1994,https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730,0.5°,11-Oct-21,Soil survey,Edaphic,"Holland,_E.A.,_B.H._Braswell,_J.M._Sulzman,_and_J.-F._Lamarque._2004._Nitrogen_Deposition_onto_the_United_States_and_Western_Europe._ORNL_DAAC,_Oak_Ridge,_Tennessee,_USA._https://doi.org/10.3334/ORNLDAAC/730"
